Id. de pedido;Cliente;Empleado;Fecha de pedido;Fecha de entrega;Fecha de envío;Forma de envío;Cargo;Nombre de destinatario;Dirección de destinatario;Ciudad de destinatario;Región de destinatario;Código postal de destinatario;País de destinatario
11937;VICTE;1;23/1/2020 00:00;6/3/2020 00:00;30/1/2020 00:00;1;$ 49,19;Victuailles en stock;2, rue du Commerce;Lyon;;69004;Francia
11938;RICAR;5;26/1/2020 00:00;23/2/2020 00:00;2/2/2020 00:00;1;$ 160,55;Ricardo Adocicados;Av. Copacabana, 267;Río de Janeiro;RJ;02389-890;Brasil
11939;RATTC;8;26/1/2020 00:00;9/2/2020 00:00;30/1/2020 00:00;1;$ 174,05;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;Estados Unidos
11940;BLAUS;9;27/1/2020 00:00;24/2/2020 00:00;3/2/2020 00:00;2;$ 53,83;Blauer See Delikatessen;Forsterstr. 57;Mannheim;;68306;Alemania
11941;ERNSH;3;27/1/2020 00:00;24/2/2020 00:00;5/2/2020 00:00;2;$ 100,22;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria
11942;OLDWO;3;27/1/2020 00:00;24/2/2020 00:00;4/2/2020 00:00;1;$ 170,97;Old World Delicatessen;2743 Bering St.;Anchorage;AK;99508;Estados Unidos
11943;ANTON;3;28/1/2020 00:00;25/2/2020 00:00;10/2/2020 00:00;2;$ 58,43;Antonio Moreno Taquería;Mataderos  2312;México D.F.;;5023;México
11944;BERGS;8;28/1/2020 00:00;25/2/2020 00:00;6/2/2020 00:00;2;$ 188,85;Berglunds snabbköp;Berguvsvägen  8;Luleå;;S-958 22;Suecia
11945;LACOR;2;29/1/2020 00:00;26/2/2020 00:00;3/2/2020 00:00;1;$ 52,51;La corne d'abondance;67, avenue de l'Europe;Versailles;;78000;Francia
11946;FRANK;1;29/1/2020 00:00;26/2/2020 00:00;2/2/2020 00:00;2;$ 76,10;Frankenversand;Berliner Platz 43;München;;80805;Alemania
11947;FRANR;3;29/1/2020 00:00;26/2/2020 00:00;4/2/2020 00:00;3;$ 19,26;France restauration;54, rue Royale;Nantes;;44000;Francia
11948;WHITC;4;30/1/2020 00:00;27/2/2020 00:00;17/2/2020 00:00;2;$ 14,93;White Clover Markets;1029 - 12th Ave. S.;Seattle;WA;98124;Estados Unidos
11949;LEHMS;8;30/1/2020 00:00;13/3/2020 00:00;2/2/2020 00:00;2;$ 53,23;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M. ;;60528;Alemania
11950;HILAA;4;2/2/2020 00:00;2/3/2020 00:00;17/2/2020 00:00;2;$ 30,26;HILARIÓN-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
11951;AROUT;4;2/2/2020 00:00;2/3/2020 00:00;9/2/2020 00:00;2;$ 3,04;Around the Horn;"Brook Farm
Stratford St. Mary";Colchester;Essex;CO7 6JX;Reino Unido
11952;QUICK;2;2/2/2020 00:00;16/2/2020 00:00;12/2/2020 00:00;1;$ 348,14;QUICK-Stop;Taucherstraße 10;Cunewalde;;1307;Alemania
11953;BERGS;5;3/2/2020 00:00;3/3/2020 00:00;12/2/2020 00:00;1;$ 109,11;Berglunds snabbköp;Berguvsvägen  8;Luleå;;S-958 22;Suecia
11954;LONEP;6;3/2/2020 00:00;17/3/2020 00:00;11/2/2020 00:00;1;$ 1,93;Lonesome Pine Restaurant;89 Chiaroscuro Rd.;Portland;OR;97219;Estados Unidos
11955;QUEEN;7;4/2/2020 00:00;4/3/2020 00:00;23/2/2020 00:00;2;$ 191,27;Queen Cozinha;Alameda dos Canàrios, 891;São Paulo;SP;05487-020;Brasil
11956;SEVES;5;4/2/2020 00:00;4/3/2020 00:00;9/2/2020 00:00;1;$ 143,28;Seven Seas Imports;90 Wadhurst Rd.;London;;OX15 4NB;Reino Unido
11957;WHITC;5;4/2/2020 00:00;4/3/2020 00:00;13/2/2020 00:00;3;$ 12,04;White Clover Markets;"305 - 14th Ave. S.
Suite 3B";Seattle;WA;98128;Estados Unidos
11958;BONAP;9;5/2/2020 00:00;5/3/2020 00:00;10/2/2020 00:00;2;$ 112,27;Bon app';12, rue des Bouchers;Marseille;;13008;Francia
11959;GODOS;5;5/2/2020 00:00;5/3/2020 00:00;9/2/2020 00:00;2;$ 175,32;Godos Cocina Típica;C/ Romero, 33;Sevilla;;41101;España
11960;WILMK;4;6/2/2020 00:00;6/3/2020 00:00;9/2/2020 00:00;1;$ 0,82;Wilman Kala;Keskuskatu 45;Helsinki;;21240;Finlandia
11961;GODOS;5;6/2/2020 00:00;6/3/2020 00:00;11/2/2020 00:00;2;$ 19,58;Godos Cocina Típica;C/ Romero, 33;Sevilla;;41101;España
11962;BERGS;4;6/2/2020 00:00;6/3/2020 00:00;3/3/2020 00:00;2;$ 32,37;Berglunds snabbköp;Berguvsvägen  8;Luleå;;S-958 22;Suecia
11963;BONAP;7;9/2/2020 00:00;9/3/2020 00:00;12/2/2020 00:00;3;$ 60,42;Bon app';12, rue des Bouchers;Marseille;;13008;Francia
11964;RICAR;1;9/2/2020 00:00;9/3/2020 00:00;19/2/2020 00:00;1;$ 38,06;Ricardo Adocicados;Av. Copacabana, 267;Río de Janeiro;RJ;02389-890;Brasil
11965;QUICK;4;10/2/2020 00:00;10/3/2020 00:00;12/2/2020 00:00;1;$ 46,69;QUICK-Stop;Taucherstraße 10;Cunewalde;;1307;Alemania
11966;WILMK;3;10/2/2020 00:00;10/3/2020 00:00;12/2/2020 00:00;3;$ 8,50;Wilman Kala;Keskuskatu 45;Helsinki;;21240;Finlandia
11967;FOLKO;7;10/2/2020 00:00;24/3/2020 00:00;18/2/2020 00:00;1;$ 88,01;Folk och fä HB;Åkergatan 24;Bräcke;;S-844 67;Suecia
11968;CACTU;4;11/2/2020 00:00;11/3/2020 00:00;18/2/2020 00:00;1;$ 2,84;Cactus Comidas para llevar;Cerrito 333;Buenos Aires;;1010;Argentina
11969;SAVEA;4;11/2/2020 00:00;11/3/2020 00:00;20/2/2020 00:00;3;$ 23,10;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;Estados Unidos
11970;LONEP;8;12/2/2020 00:00;12/3/2020 00:00;20/2/2020 00:00;3;$ 0,53;Lonesome Pine Restaurant;89 Chiaroscuro Rd.;Portland;OR;97219;Estados Unidos
11971;LETSS;4;12/2/2020 00:00;12/3/2020 00:00;13/2/2020 00:00;2;$ 90,97;Let's Stop N Shop;"87 Polk St.
Suite 5";San Francisco;CA;94117;Estados Unidos
11972;SUPRD;6;12/2/2020 00:00;12/3/2020 00:00;18/2/2020 00:00;3;$ 5,64;Suprêmes délices;Boulevard Tirou, 255;Charleroi;;B-6000;Bélgica
11973;HANAR;1;13/2/2020 00:00;13/3/2020 00:00;2/3/2020 00:00;1;$ 4,99;Hanari Carnes;Rua do Paço, 67;Río de Janeiro;RJ;05454-876;Brasil
11974;GALED;8;13/2/2020 00:00;13/3/2020 00:00;16/2/2020 00:00;3;$ 1,25;Galería del gastronómo;Rambla de Cataluña, 23;Barcelona;;8022;España
11975;GODOS;1;16/2/2020 00:00;16/3/2020 00:00;23/2/2020 00:00;2;$ 51,87;Godos Cocina Típica;C/ Romero, 33;Sevilla;;41101;España
11976;RATTC;9;16/2/2020 00:00;16/3/2020 00:00;23/2/2020 00:00;3;$ 280,61;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;Estados Unidos
11977;DUMON;7;16/2/2020 00:00;16/3/2020 00:00;18/2/2020 00:00;1;$ 32,76;Du monde entier;67, rue des Cinquante Otages;Nantes;;44000;Francia
11978;LEHMS;7;17/2/2020 00:00;17/3/2020 00:00;19/2/2020 00:00;2;$ 20,37;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M. ;;60528;Alemania
11979;MAISD;4;17/2/2020 00:00;17/3/2020 00:00;19/2/2020 00:00;2;$ 120,27;Maison Dewey;Rue Joseph-Bens 532;Bruxelles;;B-1180;Bélgica
11980;KOENE;9;18/2/2020 00:00;18/3/2020 00:00;20/2/2020 00:00;2;$ 77,78;Königlich Essen;Maubelstr. 90;Brandenburg;;14776;Alemania
11981;SAVEA;1;18/2/2020 00:00;18/3/2020 00:00;20/2/2020 00:00;1;$ 116,13;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;Estados Unidos
11982;ERNSH;3;18/2/2020 00:00;18/3/2020 00:00;23/2/2020 00:00;1;$ 162,75;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria
11983;MAISD;7;19/2/2020 00:00;19/3/2020 00:00;27/2/2020 00:00;3;$ 32,45;Maison Dewey;Rue Joseph-Bens 532;Bruxelles;;B-1180;Bélgica
11984;HUNGO;3;19/2/2020 00:00;19/3/2020 00:00;25/2/2020 00:00;2;$ 603,54;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Irlanda
11985;OCEAN;4;20/2/2020 00:00;20/3/2020 00:00;6/3/2020 00:00;2;$ 1,27;Océano Atlántico Ltda.;"Ing. Gustavo Moncada 8585
Piso 20-A";Buenos Aires;;1010;Argentina
11986;LILAS;5;20/2/2020 00:00;20/3/2020 00:00;26/2/2020 00:00;3;$ 1,21;LILA-Supermercado;Carrera 52 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela
11987;WELLI;1;20/2/2020 00:00;20/3/2020 00:00;4/3/2020 00:00;2;$ 1,66;Wellington Importadora;Rua do Mercado, 12;Resende;SP;08737-363;Brasil
11988;HILAA;4;23/2/2020 00:00;23/3/2020 00:00;26/2/2020 00:00;1;$ 62,09;HILARIÓN-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
11989;FOLKO;1;23/2/2020 00:00;23/3/2020 00:00;3/3/2020 00:00;1;$ 44,15;Folk och fä HB;Åkergatan 24;Bräcke;;S-844 67;Suecia
11990;HANAR;3;24/2/2020 00:00;24/3/2020 00:00;4/3/2020 00:00;3;$ 36,71;Hanari Carnes;Rua do Paço, 67;Río de Janeiro;RJ;05454-876;Brasil
11991;WHITC;3;24/2/2020 00:00;24/3/2020 00:00;27/2/2020 00:00;3;$ 162,95;White Clover Markets;1029 - 12th Ave. S.;Seattle;WA;98124;Estados Unidos
11992;WELLI;9;24/2/2020 00:00;24/3/2020 00:00;6/3/2020 00:00;2;$ 13,72;Wellington Importadora;Rua do Mercado, 12;Resende;SP;08737-363;Brasil
11993;WOLZA;4;25/2/2020 00:00;11/3/2020 00:00;3/3/2020 00:00;3;$ 26,29;Wolski Zajazd;ul. Filtrowa 68;Warszawa;;01-012;Polonia
11994;SPECD;6;25/2/2020 00:00;25/3/2020 00:00;27/2/2020 00:00;3;$ 9,19;Spécialités du monde;25, rue Lauriston;Paris;;75016;Francia
11995;REGGC;4;26/2/2020 00:00;26/3/2020 00:00;6/3/2020 00:00;2;$ 32,96;Reggiani Caseifici;Strada Provinciale 124;Reggio Emilia;;42100;Italia
11996;SANTG;1;26/2/2020 00:00;26/3/2020 00:00;10/3/2020 00:00;2;$ 53,05;Santé Gourmet;Erling Skakkes gate 78;Stavern;;4110;Noruega
11997;WILMK;1;26/2/2020 00:00;26/3/2020 00:00;4/3/2020 00:00;3;$ 38,11;Wilman Kala;Keskuskatu 45;Helsinki;;21240;Finlandia
11998;GODOS;3;26/2/2020 00:00;26/3/2020 00:00;5/3/2020 00:00;1;$ 38,19;Godos Cocina Típica;C/ Romero, 33;Sevilla;;41101;España
11999;HUNGO;2;26/2/2020 00:00;26/3/2020 00:00;18/3/2020 00:00;2;$ 580,91;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Irlanda
12000;QUEEN;4;26/2/2020 00:00;26/3/2020 00:00;4/3/2020 00:00;1;$ 33,05;Queen Cozinha;Alameda dos Canàrios, 891;São Paulo;SP;05487-020;Brasil
12001;QUEEN;6;27/2/2020 00:00;27/3/2020 00:00;2/3/2020 00:00;1;$ 21,19;Queen Cozinha;Alameda dos Canàrios, 891;São Paulo;SP;05487-020;Brasil
12002;TORTU;2;27/2/2020 00:00;27/3/2020 00:00;2/3/2020 00:00;2;$ 3,51;Tortuga Restaurante;Avda. Azteca 123;México D.F.;;5033;México
12003;RANCH;1;27/2/2020 00:00;27/3/2020 00:00;9/3/2020 00:00;2;$ 63,77;Rancho grande;Av. del Libertador 900;Buenos Aires;;1010;Argentina
12004;ROMEY;4;2/3/2020 00:00;30/3/2020 00:00;11/3/2020 00:00;2;$ 8,29;Romero y tomillo;Gran Vía, 1;Madrid;;28001;España
12005;BOTTM;3;2/3/2020 00:00;30/3/2020 00:00;11/3/2020 00:00;3;$ 48,83;Bottom-Dollar Markets;23 Tsawassen Blvd.;Tsawassen;BC;T2F 8M4;Canadá
12006;LINOD;2;2/3/2020 00:00;30/3/2020 00:00;4/3/2020 00:00;2;$ 19,80;LINO-Delicateses;Ave. 5 de Mayo Porlamar;I. de Margarita;Nueva Esparta;4980;Venezuela
12007;AROUT;4;3/3/2020 00:00;31/3/2020 00:00;9/3/2020 00:00;2;$ 29,61;Around the Horn;"Brook Farm
Stratford St. Mary";Colchester;Essex;CO7 6JX;Reino Unido
12008;VAFFE;1;3/3/2020 00:00;14/4/2020 00:00;9/3/2020 00:00;1;$ 176,48;Vaffeljernet;Smagsløget 45;Århus;;8200;Dinamarca
12009;HANAR;5;3/3/2020 00:00;31/3/2020 00:00;5/3/2020 00:00;3;$ 62,74;Hanari Carnes;Rua do Paço, 67;Río de Janeiro;RJ;05454-876;Brasil
12010;LAMAI;7;3/3/2020 00:00;14/4/2020 00:00;13/3/2020 00:00;3;$ 68,26;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;;31000;Francia
12011;BERGS;3;4/3/2020 00:00;1/4/2020 00:00;8/4/2020 00:00;2;$ 151,52;Berglunds snabbköp;Berguvsvägen  8;Luleå;;S-958 22;Suecia
12012;HANAR;3;4/3/2020 00:00;1/4/2020 00:00;13/3/2020 00:00;1;$ 2,27;Hanari Carnes;Rua do Paço, 67;Río de Janeiro;RJ;05454-876;Brasil
12013;ANATR;4;4/3/2020 00:00;1/4/2020 00:00;11/3/2020 00:00;3;$ 39,92;Ana Trujillo Emparedados y helados;Avda. de la Constitución 2222;México D.F.;;5021;México
12014;LACOR;4;5/3/2020 00:00;2/4/2020 00:00;8/4/2020 00:00;1;$ 19,79;La corne d'abondance;67, avenue de l'Europe;Versailles;;78000;Francia
12015;GALED;1;5/3/2020 00:00;2/4/2020 00:00;18/3/2020 00:00;1;$ 1,36;Galería del gastronómo;Rambla de Cataluña, 23;Barcelona;;8022;España
12016;FRANK;6;5/3/2020 00:00;2/4/2020 00:00;12/3/2020 00:00;1;$ 33,93;Frankenversand;Berliner Platz 43;München;;80805;Alemania
12017;SUPRD;4;6/3/2020 00:00;17/4/2020 00:00;18/3/2020 00:00;3;$ 15,55;Suprêmes délices;Boulevard Tirou, 255;Charleroi;;B-6000;Bélgica
12018;RICSU;4;6/3/2020 00:00;20/3/2020 00:00;19/3/2020 00:00;2;$ 13,60;Richter Supermarkt;Starenweg 5;Genève;;1204;Suiza
12019;BONAP;8;6/3/2020 00:00;3/4/2020 00:00;24/3/2020 00:00;1;$ 134,64;Bon app';12, rue des Bouchers;Marseille;;13008;Francia
12020;ISLAT;6;6/3/2020 00:00;3/4/2020 00:00;16/3/2020 00:00;3;$ 54,15;Island Trading;"Garden House
Crowther Way";Cowes;Isle of Wight;PO31 7PJ;Reino Unido
12021;LEHMS;3;9/3/2020 00:00;6/4/2020 00:00;12/3/2020 00:00;3;$ 32,01;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M. ;;60528;Alemania
12022;WELLI;4;9/3/2020 00:00;6/4/2020 00:00;18/3/2020 00:00;3;$ 47,59;Wellington Importadora;Rua do Mercado, 12;Resende;SP;08737-363;Brasil
12023;GREAL;3;9/3/2020 00:00;6/4/2020 00:00;18/3/2020 00:00;2;$ 33,68;Great Lakes Food Market;2732 Baker Blvd.;Eugene;OR;97403;Estados Unidos
12024;CACTU;7;10/3/2020 00:00;24/3/2020 00:00;13/3/2020 00:00;3;$ 31,51;Cactus Comidas para llevar;Cerrito 333;Buenos Aires;;1010;Argentina
12025;QUICK;3;10/3/2020 00:00;7/4/2020 00:00;16/3/2020 00:00;2;$ 31,89;QUICK-Stop;Taucherstraße 10;Cunewalde;;1307;Alemania
12026;MAGAA;2;10/3/2020 00:00;7/4/2020 00:00;13/3/2020 00:00;2;$ 76,33;Magazzini Alimentari Riuniti;Via Ludovico il Moro 22;Bérgamo;;24100;Italia
12027;BONAP;8;11/3/2020 00:00;8/4/2020 00:00;23/3/2020 00:00;3;$ 19,77;Bon app';12, rue des Bouchers;Marseille;;13008;Francia
12028;SAVEA;7;11/3/2020 00:00;8/4/2020 00:00;20/3/2020 00:00;2;$ 400,81;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;Estados Unidos
12029;REGGC;9;11/3/2020 00:00;8/4/2020 00:00;18/3/2020 00:00;3;$ 17,95;Reggiani Caseifici;Strada Provinciale 124;Reggio Emilia;;42100;Italia
12030;BSBEV;4;11/3/2020 00:00;8/4/2020 00:00;19/3/2020 00:00;2;$ 2,17;B's Beverages;Fauntleroy Circus;London;;EC2 5NT;Reino Unido
12031;BOTTM;6;12/3/2020 00:00;26/3/2020 00:00;13/3/2020 00:00;3;$ 52,92;Bottom-Dollar Markets;23 Tsawassen Blvd.;Tsawassen;BC;T2F 8M4;Canadá
12032;MORGK;4;12/3/2020 00:00;9/4/2020 00:00;18/3/2020 00:00;1;$ 10,22;Morgenstern Gesundkost;Heerstr. 22;Leipzig;;4179;Alemania
12033;VAFFE;1;12/3/2020 00:00;9/4/2020 00:00;19/3/2020 00:00;2;$ 27,20;Vaffeljernet;Smagsløget 45;Århus;;8200;Dinamarca
12034;BSBEV;3;13/3/2020 00:00;10/4/2020 00:00;16/3/2020 00:00;2;$ 3,26;B's Beverages;Fauntleroy Circus;London;;EC2 5NT;Reino Unido
12035;GODOS;3;13/3/2020 00:00;10/4/2020 00:00;19/3/2020 00:00;3;$ 23,39;Godos Cocina Típica;C/ Romero, 33;Sevilla;;41101;España
12036;BOTTM;2;13/3/2020 00:00;10/4/2020 00:00;17/3/2020 00:00;3;$ 74,44;Bottom-Dollar Markets;23 Tsawassen Blvd.;Tsawassen;BC;T2F 8M4;Canadá
12037;MAGAA;1;16/3/2020 00:00;13/4/2020 00:00;23/3/2020 00:00;2;$ 2,50;Magazzini Alimentari Riuniti;Via Ludovico il Moro 22;Bérgamo;;24100;Italia
12038;RICSU;9;16/3/2020 00:00;27/4/2020 00:00;7/4/2020 00:00;2;$ 30,85;Richter Supermarkt;Starenweg 5;Genève;;1204;Suiza
12039;ALFKI;1;16/3/2020 00:00;27/4/2020 00:00;24/3/2020 00:00;1;$ 40,42;Alfreds Futterkiste;Obere Str. 57;Berlín;;12209;Alemania
12040;AROUT;9;16/3/2020 00:00;30/3/2020 00:00;25/3/2020 00:00;2;$ 23,72;Around the Horn;"Brook Farm
Stratford St. Mary";Colchester;Essex;CO7 6JX;Reino Unido
12041;LINOD;5;17/3/2020 00:00;28/4/2020 00:00;20/3/2020 00:00;1;$ 27,91;LINO-Delicateses;Ave. 5 de Mayo Porlamar;I. de Margarita;Nueva Esparta;4980;Venezuela
12042;FOLKO;8;17/3/2020 00:00;14/4/2020 00:00;20/3/2020 00:00;2;$ 3,26;Folk och fä HB;Åkergatan 24;Bräcke;;S-844 67;Suecia
12043;BLAUS;6;17/3/2020 00:00;28/4/2020 00:00;20/3/2020 00:00;2;$ 44,65;Blauer See Delikatessen;Forsterstr. 57;Mannheim;;68306;Alemania
12044;HILAA;8;18/3/2020 00:00;15/4/2020 00:00;27/3/2020 00:00;3;$ 105,36;HILARIÓN-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
12045;OCEAN;7;18/3/2020 00:00;15/4/2020 00:00;27/3/2020 00:00;2;$ 49,56;Océano Atlántico Ltda.;"Ing. Gustavo Moncada 8585
Piso 20-A";Buenos Aires;;1010;Argentina
12046;GOURL;6;18/3/2020 00:00;29/4/2020 00:00;23/3/2020 00:00;2;$ 4,98;Gourmet Lanchonetes;Av. Brasil, 442;Campinas;SP;04876-786;Brasil
12047;HILAA;3;19/3/2020 00:00;2/4/2020 00:00;8/4/2020 00:00;1;$ 2,08;HILARIÓN-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
12048;QUEEN;8;19/3/2020 00:00;16/4/2020 00:00;30/3/2020 00:00;1;$ 104,47;Queen Cozinha;Alameda dos Canàrios, 891;São Paulo;SP;05487-020;Brasil
12049;QUICK;8;19/3/2020 00:00;16/4/2020 00:00;23/3/2020 00:00;2;$ 275,79;QUICK-Stop;Taucherstraße 10;Cunewalde;;1307;Alemania
12050;FURIB;9;19/3/2020 00:00;16/4/2020 00:00;26/3/2020 00:00;3;$ 2,70;Furia Bacalhau e Frutos do Mar;Jardim das rosas n. 32;Lisboa;;1675;Portugal
12051;SPECD;3;20/3/2020 00:00;17/4/2020 00:00;24/3/2020 00:00;2;$ 87,38;Spécialités du monde;25, rue Lauriston;Paris;;75016;Francia
12052;OLDWO;6;20/3/2020 00:00;17/4/2020 00:00;30/3/2020 00:00;3;$ 144,38;Old World Delicatessen;2743 Bering St.;Anchorage;AK;99508;Estados Unidos
12053;CHOPS;4;20/3/2020 00:00;17/4/2020 00:00;8/4/2020 00:00;1;$ 27,19;Chop-suey Chinese;Hauptstr. 31;Bern;;3012;Suiza
12054;TOMSP;2;23/3/2020 00:00;20/4/2020 00:00;2/4/2020 00:00;2;$ 62,22;Toms Spezialitäten;Luisenstr. 48;Münster;;44087;Alemania
12055;ERNSH;1;23/3/2020 00:00;20/4/2020 00:00;1/4/2020 00:00;3;$ 74,60;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria
12056;COMMI;1;23/3/2020 00:00;20/4/2020 00:00;30/3/2020 00:00;2;$ 0,21;Comércio Mineiro;Av. dos Lusíadas, 23;São Paulo;SP;05432-043;Brasil
12057;BOLID;9;24/3/2020 00:00;7/4/2020 00:00;24/4/2020 00:00;1;$ 16,16;Bólido Comidas preparadas;C/ Araquil, 67;Madrid;;28023;España
12058;FRANR;2;24/3/2020 00:00;21/4/2020 00:00;2/4/2020 00:00;2;$ 121,82;France restauration;54, rue Royale;Nantes;;44000;Francia
12059;LACOR;4;24/3/2020 00:00;21/4/2020 00:00;26/3/2020 00:00;2;$ 0,02;La corne d'abondance;67, avenue de l'Europe;Versailles;;78000;Francia
12060;LACOR;6;24/3/2020 00:00;21/4/2020 00:00;27/3/2020 00:00;2;$ 15,17;La corne d'abondance;67, avenue de l'Europe;Versailles;;78000;Francia
12061;SPLIR;3;25/3/2020 00:00;8/4/2020 00:00;3/4/2020 00:00;3;$ 12,96;Split Rail Beer & Ale;P.O. Box 555;Lander;WY;82520;Estados Unidos
12062;BOTTM;1;25/3/2020 00:00;22/4/2020 00:00;27/3/2020 00:00;3;$ 32,27;Bottom-Dollar Markets;23 Tsawassen Blvd.;Tsawassen;BC;T2F 8M4;Canadá
12063;HILAA;1;25/3/2020 00:00;6/5/2020 00:00;3/4/2020 00:00;1;$ 37,97;HILARIÓN-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
12064;FOLKO;8;26/3/2020 00:00;23/4/2020 00:00;10/4/2020 00:00;3;$ 208,50;Folk och fä HB;Åkergatan 24;Bräcke;;S-844 67;Suecia
12065;MAISD;9;26/3/2020 00:00;23/4/2020 00:00;23/4/2020 00:00;2;$ 32,82;Maison Dewey;Rue Joseph-Bens 532;Bruxelles;;B-1180;Bélgica
12066;ERNSH;8;26/3/2020 00:00;23/4/2020 00:00;31/3/2020 00:00;2;$ 353,07;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria
12067;FOLKO;4;27/3/2020 00:00;8/5/2020 00:00;17/4/2020 00:00;1;$ 1,26;Folk och fä HB;Åkergatan 24;Bräcke;;S-844 67;Suecia
12068;HANAR;1;27/3/2020 00:00;24/4/2020 00:00;2/4/2020 00:00;2;$ 193,37;Hanari Carnes;Rua do Paço, 67;Río de Janeiro;RJ;05454-876;Brasil
12069;BOTTM;2;27/3/2020 00:00;24/4/2020 00:00;8/4/2020 00:00;1;$ 14,01;Bottom-Dollar Markets;23 Tsawassen Blvd.;Tsawassen;BC;T2F 8M4;Canadá
12070;SAVEA;2;27/3/2020 00:00;24/4/2020 00:00;6/4/2020 00:00;2;$ 657,54;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;Estados Unidos
12071;SAVEA;1;30/3/2020 00:00;27/4/2020 00:00;3/4/2020 00:00;3;$ 211,22;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;Estados Unidos
12072;HUNGO;2;30/3/2020 00:00;27/4/2020 00:00;2/4/2020 00:00;1;$ 91,51;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Irlanda
12073;OCEAN;8;30/3/2020 00:00;27/4/2020 00:00;21/4/2020 00:00;2;$ 217,86;Océano Atlántico Ltda.;"Ing. Gustavo Moncada 8585
Piso 20-A";Buenos Aires;;1010;Argentina
12074;EASTC;8;31/3/2020 00:00;28/4/2020 00:00;6/4/2020 00:00;1;$ 185,48;Eastern Connection;35 King George;London;;WX3 6FW;Reino Unido
12075;RATTC;3;31/3/2020 00:00;28/4/2020 00:00;10/4/2020 00:00;2;$ 61,14;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;Estados Unidos
12076;QUEDE;2;31/3/2020 00:00;28/4/2020 00:00;2/4/2020 00:00;1;$ 34,76;Que Delícia;Rua da Panificadora, 12;Río de Janeiro;RJ;02389-673;Brasil
12077;ERNSH;2;1/4/2020 00:00;13/5/2020 00:00;7/4/2020 00:00;3;$ 117,61;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria
12078;QUICK;1;1/4/2020 00:00;29/4/2020 00:00;7/4/2020 00:00;1;$ 38,51;QUICK-Stop;Taucherstraße 10;Cunewalde;;1307;Alemania
12079;THEBI;1;1/4/2020 00:00;29/4/2020 00:00;3/4/2020 00:00;3;$ 4,27;The Big Cheese;"89 Jefferson Way
Suite 2";Portland;OR;97201;Estados Unidos
12080;FOLKO;7;1/4/2020 00:00;29/4/2020 00:00;10/4/2020 00:00;3;$ 8,81;Folk och fä HB;Åkergatan 24;Bräcke;;S-844 67;Suecia
12081;VAFFE;2;2/4/2020 00:00;16/4/2020 00:00;9/4/2020 00:00;3;$ 65,53;Vaffeljernet;Smagsløget 45;Århus;;8200;Dinamarca
12082;PERIC;1;2/4/2020 00:00;30/4/2020 00:00;6/4/2020 00:00;3;$ 46,00;Pericles Comidas clásicas;Calle Dr. Jorge Cash 321;México D.F.;;5033;México
12083;QUICK;4;2/4/2020 00:00;30/4/2020 00:00;10/4/2020 00:00;2;$ 1,12;QUICK-Stop;Taucherstraße 10;Cunewalde;;1307;Alemania
12084;LILAS;8;3/4/2020 00:00;15/5/2020 00:00;13/4/2020 00:00;2;$ 73,91;LILA-Supermercado;Carrera 52 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela
12085;WOLZA;8;3/4/2020 00:00;17/4/2020 00:00;17/4/2020 00:00;2;$ 20,31;Wolski Zajazd;ul. Filtrowa 68;Warszawa;;01-012;Polonia
12086;OTTIK;6;3/4/2020 00:00;1/5/2020 00:00;10/4/2020 00:00;2;$ 96,35;Ottilies Käseladen;Mehrheimerstr. 369;Köln;;50739;Alemania
